 test, q,bot_pos,button_pos,fire_pos,Winnability, result1, result2, result3, result4, t1, t2, t3, t4, final_path1, final_path2, final_path3, final_path4
1702,0.3,"(8, 19)","(29, 14)","(18, 9)",0,0,0,0,0,17,29,29,29,"[(9, 19), (9, 18), (9, 17), (9, 16), (9, 15), (10, 15), (10, 14), (11, 14), (12, 14), (12, 13), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12)]","[(9, 19), (9, 18), (9, 17), (9, 16), (9, 15), (10, 15), (10, 14), (11, 14), (12, 14), (12, 13), (12, 12), (13, 12), (12, 12), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (14, 18), (15, 18), (15, 19), (15, 20), (16, 20), (17, 20), (18, 20), (19, 20), (20, 20)]","[(9, 19), (9, 18), (9, 17), (9, 16), (9, 15), (10, 15), (10, 14), (11, 14), (12, 14), (12, 13), (12, 12), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (14, 18), (15, 18), (15, 19), (15, 20), (16, 20), (17, 20), (18, 20), (19, 20), (20, 20), (20, 21), (21, 21)]","[(9, 19), (9, 18), (9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (13, 18), (13, 19), (13, 20), (14, 20), (15, 20), (16, 20), (17, 20), (18, 20), (19, 20), (20, 20), (20, 21), (21, 21), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18)]"
1703,0.45,"(35, 10)","(10, 16)","(33, 37)",1,1,1,1,1,35,35,35,37,"[(35, 9), (34, 9), (33, 9), (33, 10), (32, 10), (31, 10), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (27, 10), (26, 10), (25, 10), (24, 10), (24, 11), (24, 12), (23, 12), (22, 12), (21, 12), (21, 13), (21, 14), (20, 14), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 16)]","[(35, 9), (34, 9), (33, 9), (33, 10), (32, 10), (31, 10), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (27, 10), (26, 10), (25, 10), (24, 10), (24, 11), (24, 12), (23, 12), (22, 12), (21, 12), (21, 13), (21, 14), (20, 14), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 16)]","[(35, 9), (34, 9), (33, 9), (33, 10), (32, 10), (31, 10), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (27, 10), (26, 10), (25, 10), (24, 10), (24, 11), (24, 12), (23, 12), (22, 12), (21, 12), (21, 13), (21, 14), (20, 14), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 16)]","[(35, 9), (34, 9), (33, 9), (33, 10), (32, 10), (31, 10), (31, 11), (31, 12), (31, 13), (30, 13), (30, 14), (29, 14), (28, 14), (27, 14), (27, 15), (26, 15), (26, 16), (25, 16), (24, 16), (24, 15), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 16)]"
1704,1,"(6, 22)","(21, 4)","(39, 5)",0,0,0,0,0,27,27,27,27,"[(6, 21), (6, 20), (6, 19), (6, 18), (7, 18), (7, 17), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 8), (13, 7), (14, 7), (14, 6), (14, 5), (14, 4), (13, 4)]","[(6, 21), (6, 20), (6, 19), (6, 18), (7, 18), (7, 17), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 8), (13, 7), (14, 7), (14, 6), (14, 5), (14, 4)]","[(6, 21), (6, 20), (6, 19), (6, 18), (7, 18), (7, 17), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 8), (13, 7), (14, 7), (14, 6), (14, 5), (14, 4)]","[(6, 21), (6, 20), (6, 19), (6, 18), (7, 18), (7, 17), (7, 16), (7, 15), (6, 15), (6, 14), (5, 14), (5, 13), (5, 12), (5, 11), (5, 10), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (6, 4), (7, 4), (8, 4), (8, 3), (8, 2)]"
1705,0.85,"(19, 2)","(3, 31)","(10, 13)",0,0,0,0,0,17,20,20,32,"[(20, 2), (20, 3), (20, 4), (19, 4), (19, 5), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (12, 6), (11, 6), (10, 6), (9, 6), (9, 7)]","[(20, 2), (20, 3), (20, 4), (19, 4), (19, 5), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (13, 10), (13, 11), (13, 12)]","[(20, 2), (20, 3), (20, 4), (19, 4), (19, 5), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (13, 10), (13, 11), (13, 12)]","[(20, 2), (20, 3), (21, 3), (22, 3), (22, 4), (22, 5), (21, 5), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (20, 25), (19, 25), (19, 26), (19, 27), (18, 27)]"
1706,1,"(36, 12)","(13, 30)","(25, 29)",0,0,0,0,0,14,21,21,21,"[(35, 12), (35, 13), (35, 14), (34, 14), (34, 15), (34, 16), (34, 17), (33, 17), (32, 17), (31, 17), (30, 17), (29, 17), (28, 17), (28, 18)]","[(35, 12), (35, 13), (35, 14), (34, 14), (34, 15), (34, 16), (34, 17), (33, 17), (32, 17), (31, 17), (30, 17), (29, 17), (28, 17), (28, 16), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (26, 12), (25, 12)]","[(35, 12), (35, 13), (35, 14), (34, 14), (34, 15), (34, 16), (34, 17), (33, 17), (32, 17), (31, 17), (30, 17), (29, 17), (28, 17), (28, 16), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (26, 12), (25, 12)]","[(36, 11), (36, 10), (35, 10), (34, 10), (34, 9), (33, 9), (32, 9), (32, 10), (31, 10), (30, 10), (30, 11), (29, 11), (28, 11), (27, 11), (27, 12), (26, 12), (25, 12), (24, 12), (23, 12), (23, 11), (22, 11)]"
1707,0.35,"(22, 17)","(5, 29)","(33, 22)",1,1,1,1,1,29,29,29,29,"[(21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (15, 22), (15, 23), (14, 23), (13, 23), (12, 23), (12, 24), (12, 25), (12, 26), (11, 26), (10, 26), (9, 26), (9, 27), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (5, 29)]","[(21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (15, 22), (15, 23), (14, 23), (13, 23), (12, 23), (12, 24), (12, 25), (12, 26), (11, 26), (10, 26), (9, 26), (9, 27), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (5, 29)]","[(21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (15, 22), (15, 23), (14, 23), (13, 23), (12, 23), (12, 24), (12, 25), (12, 26), (11, 26), (10, 26), (9, 26), (9, 27), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (5, 29)]","[(21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (15, 22), (15, 23), (14, 23), (13, 23), (12, 23), (12, 24), (12, 25), (12, 26), (11, 26), (10, 26), (9, 26), (9, 27), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (5, 29)]"
1708,0.75,"(16, 18)","(10, 19)","(24, 31)",1,1,1,1,1,11,11,11,11,"[(16, 19), (16, 20), (15, 20), (14, 20), (13, 20), (13, 19), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19)]","[(16, 19), (16, 20), (15, 20), (14, 20), (13, 20), (13, 19), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19)]","[(16, 19), (16, 20), (15, 20), (14, 20), (13, 20), (13, 19), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19)]","[(16, 19), (16, 20), (15, 20), (14, 20), (13, 20), (13, 19), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19)]"
1709,0.9,"(2, 25)","(2, 27)","(39, 20)",1,1,1,1,1,4,4,4,4,"[(1, 25), (1, 26), (1, 27), (2, 27)]","[(1, 25), (1, 26), (1, 27), (2, 27)]","[(1, 25), (1, 26), (1, 27), (2, 27)]","[(1, 25), (1, 26), (1, 27), (2, 27)]"
1710,0.3,"(35, 4)","(30, 10)","(8, 10)",1,1,1,1,1,17,17,17,17,"[(35, 3), (36, 3), (37, 3), (37, 4), (37, 5), (37, 6), (36, 6), (35, 6), (34, 6), (33, 6), (32, 6), (32, 7), (31, 7), (30, 7), (30, 8), (30, 9), (30, 10)]","[(35, 3), (36, 3), (37, 3), (37, 4), (37, 5), (37, 6), (36, 6), (35, 6), (34, 6), (33, 6), (32, 6), (32, 7), (31, 7), (30, 7), (30, 8), (30, 9), (30, 10)]","[(35, 3), (36, 3), (37, 3), (37, 4), (37, 5), (37, 6), (36, 6), (35, 6), (34, 6), (33, 6), (32, 6), (32, 7), (31, 7), (30, 7), (30, 8), (30, 9), (30, 10)]","[(35, 3), (36, 3), (37, 3), (37, 4), (37, 5), (37, 6), (36, 6), (35, 6), (34, 6), (33, 6), (32, 6), (32, 7), (31, 7), (30, 7), (30, 8), (30, 9), (30, 10)]"
1711,0.9,"(17, 3)","(10, 34)","(31, 31)",0,0,0,0,0,29,29,29,29,"[(18, 3), (18, 4), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (12, 10), (12, 11), (11, 11), (11, 12), (10, 12), (9, 12), (9, 13), (9, 14), (8, 14), (8, 15), (8, 16), (9, 16), (9, 17), (10, 17), (10, 18), (10, 19)]","[(18, 3), (18, 4), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (12, 10), (12, 11), (11, 11), (11, 12), (10, 12), (9, 12), (9, 13), (9, 14), (8, 14), (8, 15), (8, 16), (7, 16), (7, 17), (7, 18), (7, 19), (6, 19)]","[(18, 3), (18, 4), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (12, 10), (12, 11), (11, 11), (11, 12), (10, 12), (9, 12), (9, 13), (9, 14), (8, 14), (8, 15), (8, 16), (7, 16), (7, 17), (7, 18), (7, 19), (6, 19)]","[(18, 3), (18, 4), (18, 5), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (13, 6), (12, 6), (11, 6), (11, 7), (11, 8), (11, 9), (10, 9), (10, 10), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (8, 14), (8, 15), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (4, 17)]"
1712,0.75,"(26, 36)","(4, 31)","(2, 19)",0,0,0,0,0,19,19,19,19,"[(25, 36), (24, 36), (23, 36), (23, 37), (22, 37), (21, 37), (20, 37), (19, 37), (18, 37), (17, 37), (16, 37), (15, 37), (15, 36), (14, 36), (13, 36), (13, 35), (12, 35), (11, 35), (10, 35)]","[(25, 36), (24, 36), (23, 36), (23, 37), (22, 37), (21, 37), (20, 37), (19, 37), (18, 37), (17, 37), (16, 37), (15, 37), (15, 36), (14, 36), (13, 36), (13, 35), (12, 35), (11, 35), (10, 35)]","[(25, 36), (24, 36), (23, 36), (23, 37), (22, 37), (21, 37), (20, 37), (19, 37), (18, 37), (17, 37), (16, 37), (15, 37), (15, 36), (14, 36), (13, 36), (13, 35), (12, 35), (11, 35), (10, 35)]","[(25, 36), (24, 36), (23, 36), (23, 35), (22, 35), (22, 34), (21, 34), (20, 34), (20, 35), (19, 35), (18, 35), (18, 34), (18, 33), (18, 32), (17, 32), (16, 32), (16, 33), (15, 33), (14, 33)]"
1713,0.05,"(30, 27)","(22, 38)","(7, 22)",1,1,1,1,1,19,19,19,19,"[(29, 27), (28, 27), (27, 27), (26, 27), (26, 28), (26, 29), (26, 30), (25, 30), (24, 30), (24, 31), (23, 31), (23, 32), (23, 33), (23, 34), (23, 35), (23, 36), (23, 37), (22, 37), (22, 38)]","[(29, 27), (28, 27), (27, 27), (26, 27), (26, 28), (26, 29), (26, 30), (25, 30), (24, 30), (24, 31), (23, 31), (23, 32), (23, 33), (23, 34), (23, 35), (23, 36), (23, 37), (22, 37), (22, 38)]","[(29, 27), (28, 27), (27, 27), (26, 27), (26, 28), (26, 29), (26, 30), (25, 30), (24, 30), (24, 31), (23, 31), (23, 32), (23, 33), (23, 34), (23, 35), (23, 36), (23, 37), (22, 37), (22, 38)]","[(30, 28), (30, 29), (30, 30), (30, 31), (30, 32), (29, 32), (29, 33), (28, 33), (28, 34), (28, 35), (28, 36), (28, 37), (27, 37), (27, 38), (26, 38), (25, 38), (24, 38), (23, 38), (22, 38)]"
1714,0.15,"(3, 22)","(28, 5)","(3, 12)",1,1,1,1,1,42,42,42,58,"[(3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (16, 13), (17, 13), (18, 13), (18, 12), (19, 12), (20, 12), (20, 11), (21, 11), (22, 11), (23, 11), (23, 10), (23, 9), (24, 9), (25, 9), (25, 8), (25, 7), (25, 6), (25, 5), (26, 5), (27, 5), (28, 5)]","[(3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (16, 13), (17, 13), (18, 13), (18, 12), (19, 12), (20, 12), (20, 11), (21, 11), (22, 11), (23, 11), (23, 10), (23, 9), (24, 9), (25, 9), (25, 8), (25, 7), (25, 6), (25, 5), (26, 5), (27, 5), (28, 5)]","[(3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (16, 13), (17, 13), (18, 13), (18, 12), (19, 12), (20, 12), (20, 11), (21, 11), (22, 11), (23, 11), (23, 10), (23, 9), (24, 9), (25, 9), (25, 8), (25, 7), (25, 6), (25, 5), (26, 5), (27, 5), (28, 5)]","[(3, 23), (4, 23), (5, 23), (6, 23), (6, 24), (7, 24), (7, 25), (7, 26), (8, 26), (9, 26), (10, 26), (11, 26), (12, 26), (13, 26), (14, 26), (15, 26), (16, 26), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (27, 25), (28, 25), (28, 24), (28, 23), (28, 22), (28, 21), (28, 20), (29, 20), (29, 19), (29, 18), (29, 17), (28, 17), (28, 16), (28, 15), (29, 15), (29, 14), (29, 13), (29, 12), (29, 11), (28, 11), (28, 10), (28, 9), (29, 9), (29, 8), (29, 7), (28, 7), (27, 7), (27, 6), (27, 5), (28, 5)]"
1715,0.25,"(33, 20)","(17, 20)","(36, 13)",1,1,1,1,1,24,24,24,24,"[(33, 19), (32, 19), (31, 19), (30, 19), (30, 18), (29, 18), (28, 18), (27, 18), (26, 18), (26, 17), (26, 16), (25, 16), (24, 16), (24, 17), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20)]","[(33, 19), (32, 19), (31, 19), (30, 19), (30, 18), (29, 18), (28, 18), (27, 18), (26, 18), (26, 17), (26, 16), (25, 16), (24, 16), (24, 17), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20)]","[(33, 19), (32, 19), (31, 19), (30, 19), (30, 18), (29, 18), (28, 18), (27, 18), (26, 18), (26, 17), (26, 16), (25, 16), (24, 16), (24, 17), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20)]","[(33, 19), (32, 19), (31, 19), (30, 19), (30, 18), (29, 18), (28, 18), (27, 18), (26, 18), (26, 19), (26, 20), (26, 21), (26, 22), (25, 22), (24, 22), (23, 22), (22, 22), (21, 22), (20, 22), (19, 22), (19, 21), (19, 20), (18, 20), (17, 20)]"
1716,0.85,"(12, 1)","(5, 31)","(13, 36)",0,0,0,0,0,14,14,14,14,"[(12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (8, 5), (7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (5, 8)]","[(12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (8, 5), (7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (5, 8)]","[(12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (8, 5), (7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (5, 8)]","[(12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (8, 5), (7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (5, 8)]"
1717,0.8,"(20, 32)","(5, 18)","(4, 16)",0,0,0,0,0,7,7,7,7,"[(19, 32), (19, 31), (19, 30), (19, 29), (18, 29), (18, 28), (18, 27)]","[(19, 32), (19, 31), (19, 30), (19, 29), (18, 29), (18, 28)]","[(19, 32), (19, 31), (19, 30), (19, 29), (18, 29), (18, 28)]","[(19, 32), (19, 31), (19, 30), (19, 29), (18, 29), (18, 28)]"
1718,0.4,"(12, 16)","(9, 26)","(6, 17)",1,1,1,1,1,13,13,13,13,"[(12, 17), (11, 17), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26)]","[(12, 17), (11, 17), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26)]","[(12, 17), (11, 17), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26)]","[(12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (11, 25), (10, 25), (9, 25), (9, 26)]"
1719,0.05,"(32, 5)","(10, 3)","(11, 14)",1,1,1,1,1,30,30,30,30,"[(31, 5), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (26, 4), (25, 4), (24, 4), (23, 4), (22, 4), (21, 4), (21, 3), (20, 3), (19, 3), (18, 3), (18, 4), (17, 4), (17, 5), (16, 5), (15, 5), (15, 4), (14, 4), (13, 4), (13, 3), (13, 2), (12, 2), (11, 2), (11, 3), (10, 3)]","[(31, 5), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (26, 4), (25, 4), (24, 4), (23, 4), (22, 4), (21, 4), (21, 3), (20, 3), (19, 3), (18, 3), (18, 4), (17, 4), (17, 5), (16, 5), (15, 5), (15, 4), (14, 4), (13, 4), (13, 3), (13, 2), (12, 2), (11, 2), (11, 3), (10, 3)]","[(31, 5), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (26, 4), (25, 4), (24, 4), (23, 4), (22, 4), (21, 4), (21, 3), (20, 3), (19, 3), (18, 3), (18, 4), (17, 4), (17, 5), (16, 5), (15, 5), (15, 4), (14, 4), (13, 4), (13, 3), (13, 2), (12, 2), (11, 2), (11, 3), (10, 3)]","[(31, 5), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (26, 4), (25, 4), (24, 4), (23, 4), (22, 4), (21, 4), (21, 3), (20, 3), (19, 3), (18, 3), (18, 2), (17, 2), (16, 2), (16, 1), (15, 1), (14, 1), (14, 0), (13, 0), (12, 0), (11, 0), (11, 1), (11, 2), (11, 3), (10, 3)]"
1720,0.65,"(30, 19)","(22, 9)","(4, 14)",1,1,1,1,1,18,18,18,18,"[(29, 19), (29, 18), (29, 17), (28, 17), (28, 16), (28, 15), (27, 15), (26, 15), (26, 14), (26, 13), (25, 13), (25, 12), (25, 11), (24, 11), (23, 11), (23, 10), (23, 9), (22, 9)]","[(29, 19), (29, 18), (29, 17), (28, 17), (28, 16), (28, 15), (27, 15), (26, 15), (26, 14), (26, 13), (25, 13), (25, 12), (25, 11), (24, 11), (23, 11), (23, 10), (23, 9), (22, 9)]","[(29, 19), (29, 18), (29, 17), (28, 17), (28, 16), (28, 15), (27, 15), (26, 15), (26, 14), (26, 13), (25, 13), (25, 12), (25, 11), (24, 11), (23, 11), (23, 10), (23, 9), (22, 9)]","[(29, 19), (29, 18), (29, 17), (28, 17), (28, 16), (28, 15), (27, 15), (26, 15), (26, 14), (26, 13), (25, 13), (25, 12), (25, 11), (24, 11), (24, 10), (23, 10), (23, 9), (22, 9)]"
1721,0.25,"(17, 4)","(2, 27)","(30, 3)",1,1,1,1,1,48,48,48,54,"[(18, 4), (19, 4), (19, 5), (19, 6), (18, 6), (18, 7), (18, 8), (17, 8), (17, 9), (16, 9), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (16, 13), (15, 13), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (15, 19), (16, 19), (16, 20), (16, 21), (16, 22), (15, 22), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (5, 28), (4, 28), (3, 28), (2, 28), (2, 27)]","[(18, 4), (19, 4), (19, 5), (19, 6), (18, 6), (18, 7), (18, 8), (17, 8), (17, 9), (16, 9), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (16, 13), (15, 13), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (15, 19), (16, 19), (16, 20), (16, 21), (16, 22), (15, 22), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (5, 28), (4, 28), (3, 28), (2, 28), (2, 27)]","[(18, 4), (19, 4), (19, 5), (19, 6), (18, 6), (18, 7), (18, 8), (17, 8), (17, 9), (16, 9), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (16, 13), (15, 13), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (15, 19), (16, 19), (16, 20), (16, 21), (16, 22), (15, 22), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (5, 28), (4, 28), (3, 28), (2, 28), (2, 27)]","[(18, 4), (19, 4), (19, 5), (19, 6), (18, 6), (18, 7), (18, 8), (17, 8), (17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (2, 16), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (2, 22), (3, 22), (3, 23), (4, 23), (4, 24), (4, 25), (5, 25), (6, 25), (6, 26), (6, 27), (5, 27), (5, 28), (4, 28), (3, 28), (2, 28), (2, 27)]"
1722,1,"(37, 1)","(16, 1)","(15, 1)",0,0,0,0,0,1,1,1,1,"[(36, 1)]","[(36, 1)]","[(36, 1)]","[(36, 1)]"
1723,0.7,"(3, 21)","(1, 11)","(32, 8)",1,1,1,1,1,12,12,12,12,"[(2, 21), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11)]","[(2, 21), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11)]","[(2, 21), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11)]","[(2, 21), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11)]"
1724,0.25,"(37, 9)","(21, 10)","(17, 14)",1,1,1,1,1,23,23,23,23,"[(37, 8), (36, 8), (36, 7), (35, 7), (34, 7), (33, 7), (32, 7), (31, 7), (31, 6), (30, 6), (29, 6), (28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (24, 7), (24, 8), (23, 8), (23, 9), (23, 10), (22, 10), (21, 10)]","[(37, 8), (36, 8), (36, 7), (35, 7), (34, 7), (33, 7), (32, 7), (31, 7), (31, 6), (30, 6), (29, 6), (28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (24, 7), (24, 8), (23, 8), (23, 9), (23, 10), (22, 10), (21, 10)]","[(37, 8), (36, 8), (36, 7), (35, 7), (34, 7), (33, 7), (32, 7), (31, 7), (31, 6), (30, 6), (29, 6), (28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (24, 7), (24, 8), (23, 8), (23, 9), (23, 10), (22, 10), (21, 10)]","[(37, 8), (37, 7), (36, 7), (35, 7), (34, 7), (33, 7), (33, 6), (32, 6), (31, 6), (30, 6), (29, 6), (28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (24, 7), (24, 8), (23, 8), (23, 9), (23, 10), (22, 10), (21, 10)]"
